"bloco";"y";"x";"id";"vulgar";"cient";"familia";"nome";"classif";"c7";"c10";"c13";"c16";"coordx";"coordy";"fuste7";"fuste10";"fuste13";"st7";"st10";"st13";"fito7";"fito10";"fito13";"copa7";"copa10";"copa13";"obs";"d7";"d10";"d13";"d16";"g7";"g10";"g13";"g16";"ipa0710";"ipa0713";"ipa0716";"ipa1013";"ipa1016";"ipa1316";"ipa0710.100";"ipa0713.100";"ipa0716.100";"ipa1013.100";"ipa1016.100";"ipa1316.100";"numcient";"numclassif";"sub100";"sub50";"sub25";"sub20";"sub15";"sub10";"G7.100";"G7.50";"G7.25";"G7.20";"G7.15";"G7.10";"Gnorm7.100";"Gnorm7.50";"Gnorm7.25";"Gnorm7.20";"Gnorm7.15";"Gnorm7.10";"bal7.100";"bal7.50";"bal7.25";"bal7.20";"bal7.15";"bal7.10";"d7.100";"d7.50";"d7.25";"d7.20";"d7.15";"d7.10";"dalt7.100";"dalt7.50";"dalt7.25";"dalt7.20";"dalt7.15";"dalt7.10";"Igh7.100";"Igh7.50";"Igh7.25";"Igh7.20";"Igh7.15";"Igh7.10";"dist7.3";"viz7.3";"dist7.5";"viz7.5";"dist7.7";"viz7.7";"dist7.10";"viz7.10";"dist7.12";"viz7.12";"dist7.15";"viz7.15";"dist7.17";"viz7.17";"dist7.20";"viz7.20";"Hg7.3";"Hg7.5";"Hg7.7";"Hg7.10";"Hg7.12";"Hg7.15";"Hg7.17";"Hg7.20";"TB7.3";"TB7.5";"TB7.7";"TB7.10";"TB7.12";"TB7.15";"TB7.17";"TB7.20";"poligonos.7";"areas.7";"diametros.7";"num.viz.7";"APA7.m";"APA7.v";"Hgalt7.3";"Hgalt7.5";"Hgalt7.7";"Hgalt7.10";"Hgalt7.12";"Hgalt7.15";"Hgalt7.17";"Hgalt7.20";"TBalt7.3";"TBalt7.5";"TBalt7.7";"TBalt7.10";"TBalt7.12";"TBalt7.15";"TBalt7.17";"TBalt7.20";"Ek7.3";"Ek7.5";"Ek7.7";"Ek7.10";"Ek7.12";"Ek7.15";"Ek7.17";"Ek7.20"
B5;39,9;7,5;B5/4A;Cerejeira-do-mato;Eugenia involucrata DC.;Myrtaceae;Euginv;C;32,99999999;34,1;35,19999999;37,29999999;676807,5;7184339,9;2;3;NA;2;2;2;3;3;3;3;3;3;;10,5;10,85;11,2;11,87;0,0087;0,0092;0,0099;0,0111;0,12;0,12;0,15;0,12;0,17;0,22;1,14285714285714;1,14285714285714;1,42857142857143;1,10599078341014;1,5668202764977;1,96428571428571;32;2;"X1.Y3";"X2.Y5";"X3.Y9";"X3.Y11";"X4.Y15";"X6.Y22";1,6803;0,3768;0,0877;0,0433;0;0;1,689;0,3855;0,0964;0,052;0,0087;0,0087;1,6638;0,3768;0,0877;0,0433;0;0;17,8843636363636;16,1588235294118;18,29;12,795;10,5;10,5;18,0211111111111;16,5125;22,185;13,56;NA;NA;0,587105038428693;0,649799781579905;0,574084199015856;0,82063305978898;1;1;0;0;0;0;0;0;8,82383136704034;1;20,5924336632314;2;47,5223279286543;4;127,517803069625;9;127,517803069625;9;0;0;0;0,327360225781412;0,440170482616136;0,729884012807844;1,20476848999646;1,20476848999646;0;0;0;2,24732309301275;2,53962628360602;4,02188251483055;5,72322638348018;5,72322638348018;378;149,836156112214;18,5113982388439;5;0,681899748977419;4,1774258997442;0;0;0;0,327360225781412;0,440170482616136;0,631479523236033;1,49303113939382;1,49303113939382;0;0;0;2,24732309301275;2,53962628360602;3,76136293666928;6,91084554575736;6,91084554575736;0;0;0;3,58541251969391;5,73422965336222;9,38417427017318;34,6570555757766;34,6570555757766
F8;21,7;7,5;F8/23A;Carne de vaca;Clethra scabra Pers.;Clethraceae;Clesca;P;38,89999999;44,8;48,5;52,59999999;677007,5;7184471,7;2;2;4;3;3;2;3;3;3;3;3;3;;12,38;14,26;15,44;16,74;0,012;0,016;0,0187;0,022;0,63;0,51;0,48;0,39;0,41;0,43;5,08885298869144;4,11954765751212;3,87722132471729;2,73492286115007;2,87517531556802;2,78497409326425;20;6;"X3.Y4";"X6.Y7";"X11.Y14";"X13.Y18";"X18.Y23";"X26.Y35";2,4779;0,5639;0,3225;0,0286;0,2439;0;2,4899;0,5759;0,3345;0,0406;0,2559;0,012;2,1505;0,4679;0,314;0;0,2439;0;16,8603488372093;14,4362068965517;17,0154545454545;11,35;19,6766666666667;12,38;16,9130588235294;14,5096428571429;17,479;11,0066666666667;21,136;NA;0,734267132876779;0,857565985907082;0,727573863332799;1,09074889867841;0,629171607657124;1;0;0;4,47213595499958;1;10,6922645712188;2;53,8902237256856;7;53,8902237256856;7;107,436077460592;11;155,436940686982;14;172,452521781775;15;0;0,250157847240485;0,416380404744404;1,34031428277497;1,34031428277497;1,63624981885794;1,87150118191793;1,92106138403081;0;0,328701992692469;0,396224712223514;4,58621656947751;4,58621656947751;4,53718185023289;5,12723843937694;5,01322528935918;379;51,0220446152614;10,1826144061615;5;0,517980499379214;3,7855885094334;0;0;0,166222557503919;0,166222557503919;0,166222557503919;0,335312825569515;0,514906990187537;0,514906990187537;0;0;0,067522719531045;0,067522719531045;0,067522719531045;0,323589611282787;1,0173858388165;1,0173858388165;0;0;1,32364521503779;1,32364521503779;1,32364521503779;5,08568788504313;10,0325278838506;10,0325278838506
D5;11,4;13,5;D5/75A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;106,2;108;108,5;111,4;676913,5;7184311,4;2;41;NA;3;2;2;3;3;35;3;3;2;;33,8;34,38;34,54;35,46;0,0897;0,0928;0,0937;0,0988;0,19;0,12;0,18;0,05;0,18;0,31;0,562130177514793;0,355029585798817;0,532544378698225;0,14543339150669;0,523560209424084;0,897510133178923;50;2;"X2.Y2";"X4.Y4";"X7.Y8";"X9.Y10";"X11.Y13";"X17.Y19";1,2141;0,5348;0,2224;0,1482;0,0335;0,0568;1,3038;0,6245;0,3121;0,2379;0,1232;0,1465;0,1024;0;0;0;0;0;17,2530612244898;18,7785;24,7066666666667;27,205;27,23;30,35;16,9083333333333;17,9878947368421;22,888;25,0066666666667;20,66;26,9;1,95907262834161;1,79993077189339;1,36805180787911;1,24241867303804;1,24127800220345;1,11367380560132;0;0;0;0;11,9557994369602;2;21,5082860242316;3;44,6045450957796;5;70,1238905245934;7;70,1238905245934;7;126,368805747516;10;0;0;0,247666384253367;0,311654184494277;0,427029271870963;0,51502858398962;0,51502858398962;0,56610471386208;0;0;-3,00555231604298;-4,38111038461006;-6,34093711871937;-8,66647956399165;-8,66647956399165;-12,3607311873655;380;76,7618397414681;12,9011838943497;6;0,801467674225792;5,53665967232901;0;0;0,10334610197048;0,16733390221139;0,16733390221139;0,255333214330047;0,255333214330047;0,255333214330047;0;0;-1,75431156384911;-3,12986963241619;-3,12986963241619;-5,45541207768847;-5,45541207768847;-5,45541207768847;0;0;0,746368623114633;1,47480308617939;1,47480308617939;2,90535884252478;2,90535884252478;2,90535884252478
E3;27,2;47;E3/154A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;74,5;74,5;74,80000001;NA;676997;7184227,2;2;1;NA;3;2;2;3;3;2;3;3;2;;23,71;23,71;23,81;NA;0,0442;0,0442;0,0445;NA;0;0,02;NA;0,03;NA;NA;0;0,0843525938422607;NA;0,126528890763391;NA;NA;14;7;"X3.Y2";"X5.Y3";"X10.Y5";"X13.Y6";"X17.Y7";"X25.Y11";2,0745;0,6955;0,1571;0,1052;0,0189;0,0281;2,1187;0,7397;0,2013;0,1494;0,0631;0,0723;1,1262;0,3931;0,0881;0,0582;0;0;18,7550793650794;19,1242857142857;17,5742857142857;18,562;19,62;16,6966666666667;18,6751612903226;18,895;16,5516666666667;17,275;15,53;13,19;1,26419086469697;1,23978486591469;1,34913022272801;1,27734080379269;1,20846075433231;1,4200439209423;0;0;4,5650848842951;1;9,76508488412316;2;9,76508488412316;2;20,4543318170214;3;103,269933690259;9;103,269933690259;9;141,096526182005;11;0;0,143479893098701;0,231482358792815;0,231482358792815;0,338883638733299;0,673229981055046;0,673229981055046;0,739513356209484;0;-1,79186153320851;-4,2649384563672;-4,2649384563672;-3,93657107725865;-6,38610413364165;-6,38610413364165;-7,32531638836124;381;172,03704846443;18,5658939207379;8;1,09748065156093;13,9744154217411;0;0,143479893098701;0,143479893098701;0,143479893098701;0,143479893098701;0,277841722238693;0,277841722238693;0,308207892227253;0;-1,79186153320851;-1,79186153320851;-1,79186153320851;-1,79186153320851;-2,34484177718863;-2,34484177718863;-2,83298236532079;0;0,735808247387371;0,735808247387371;0,735808247387371;0,735808247387371;3,02511762091027;3,02511762091027;4,02616558952079
I5;17;44;I5/134A;Jacarandá cipó;Machaerium brasiliense Vogel;Fabaceae;Macbra;Si;31,9;32,80000001;34,8;37,7;677194;7184317;2;2;2;2;2;2;1;1;3;2;2;2;;10,15;10,44;11,08;12;0,0081;0,0086;0,0096;0,0113;0,1;0,15;0,21;0,21;0,26;0,31;0,985221674876847;1,47783251231527;2,06896551724138;2,01149425287356;2,4904214559387;2,79783393501805;45;7;"X5.Y2";"X9.Y4";"X18.Y8";"X23.Y10";"X30.Y13";"X45.Y20";1,0221;0,3117;0,052;0,0206;0,0354;0,0206;1,0302;0,3198;0,0601;0,0287;0,0435;0,0287;0,9983;0,3037;0,052;0,0206;0,0354;0,0206;14,768;15,3013333333333;13,655;13,175;13,3566666666667;13,175;14,8535185185185;15,6692857142857;14,8233333333333;16,2;14,96;16,2;0,687296858071506;0,663340885325898;0,743317466129623;0,770398481973435;0,759920139755428;0,770398481973435;0;0;0;0;6,35609943271839;1;6,35609943271839;1;17,367457205491;2;44,1870317438832;4;44,1870317438832;4;44,1870317438832;4;0;0;0,251106693687749;0,251106693687749;0,373863956309203;0,584259154833492;0,584259154833492;0,584259154833492;0;0;0,95184162300188;0,95184162300188;1,27605232196104;1,89599416885253;1,89599416885253;1,89599416885253;382;139,301913606579;19,8576770668513;5;0,383182172187535;2,32055316746023;0;0;0,251106693687749;0,251106693687749;0,373863956309203;0,584259154833492;0,584259154833492;0,584259154833492;0;0;0,95184162300188;0,95184162300188;1,27605232196104;1,89599416885253;1,89599416885253;1,89599416885253;0;0;2,03146200134081;2,03146200134081;4,1754898404353;9,05500251140712;9,05500251140712;9,05500251140712
C6;24,1;12;C6/38A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;40,6;40,6;40,99999999;NA;676862;7184374,1;2;3;NA;2;2;2;2;3;35;2;2;3;;12,92;12,92;13,05;NA;0,0131;0,0131;0,0134;NA;0;0,02;NA;0,04;NA;NA;0;0,154798761609907;NA;0,309597523219814;NA;NA;54;6;"X2.Y3";"X3.Y5";"X5.Y10";"X6.Y13";"X8.Y17";"X12.Y25";1,713;0,1998;0,0954;0,0734;0,0734;0,0316;1,7261;0,2129;0,1085;0,0865;0,0865;0,0447;1,4608;0,1871;0,0954;0,0638;0,0638;0,0316;16,8293650793651;16,218;18,31;14,514;14,514;16,485;16,8924193548387;16,5844444444444;20,1066666666667;14,9125;14,9125;20,05;0,767705729780712;0,79664570230608;0,705625341343528;0,89017500344495;0,89017500344495;0,78374279648165;2,12132034355964;1;5,56515541560716;2;18,8353804607724;4;18,8353804607724;4;30,5439243497363;5;30,5439243497363;5;46,0854815431265;6;46,0854815431265;6;0,731552681258528;1,02619683846251;1,3366112989919;1,3366112989919;1,46392961358681;1,46392961358681;1,56856269317317;1,56856269317317;3,36111423324006;3,41628528412521;3,53016957157221;3,53016957157221;4,07165449575444;4,07165449575444;4,59219435539223;4,59219435539223;383;55,8324348933068;17,1698926487234;5;0,3060968560289;1,93767105247928;0,731552681258528;0,731552681258528;1,04196714178792;1,04196714178792;1,16928545638283;1,16928545638283;1,2739185359692;1,2739185359692;3,36111423324006;3,36111423324006;3,47499852068706;3,47499852068706;4,01648344486929;4,01648344486929;4,53702330450708;4,53702330450708;1,65498770831711;1,65498770831711;4,29212541199441;4,29212541199441;6,43703901738138;6,43703901738138;9,00797410265976;9,00797410265976
D3;21,5;30,1;D3/97A;Peloteiro;Aegiphila brachiata Vell.;Lamiaceae;Aegbra;P;60,8;NA;NA;NA;676930,1;7184221,5;42;NA;NA;1;NA;NA;2;NA;4;1;NA;NA;;19,35;NA;NA;NA;0,0294;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;"X2.Y1";"X4.Y2";"X8.Y4";"X10.Y5";"X13.Y7";"X19.Y10";0,2441;0,2441;0,2155;0,2155;0,1606;0,1389;0,2735;0,2735;0,2449;0,2449;0,19;0,1683;0,2031;0,2031;0,2031;0,2031;0,1389;0,1389;21,3071428571429;21,3071428571429;21,68;21,68;23,435;25,7066666666667;21,6333333333333;21,6333333333333;22,146;22,146;24,7966666666667;28,885;0,9081461615823;0,9081461615823;0,892527675276753;0,892527675276753;0,825688073394495;0,752723029045643;0;0;0;0;11,4010387724196;2;11,4010387724196;2;21,6431088757399;3;49,1670308596589;5;64,2391906254578;6;117,997660064163;9;0;0;0,547229069852666;0,547229069852666;0,643452753719347;0,752818887944271;0,795816177355603;0,97850155457659;0;0;3,69951940729605;3,69951940729605;3,67218118395102;2,97530022902943;2,52347380827631;2,81814478182967;384;1247,33340130182;111,944863883128;7;1,45298571060031;60,5064586378629;0;0;0,547229069852666;0,547229069852666;0,643452753719347;0,752818887944271;0,795816177355603;1,09379721795023;0;0;3,69951940729605;3,69951940729605;3,67218118395102;2,97530022902943;2,52347380827631;2,91307972167137;0;0;3,35104357322324;3,35104357322324;4,63764698412985;6,89768010128161;7,9373058307346;16,3305744084496
H7;15,9;2,5;H7/12A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;36,69999999;37,6;37,99999998;39;677102,5;7184415,9;1;1;2;2;2;2;3;3;3;3;3;3;;11,68;11,97;12,1;12,41;0,0107;0,0113;0,0115;0,0121;0,1;0,07;0,08;0,04;0,07;0,1;0,856164383561644;0,599315068493151;0,684931506849315;0,334168755221387;0,584795321637427;0,826446280991736;74;6;"X4.Y3";"X8.Y6";"X15.Y12";"X18.Y15";"X24.Y20";"X36.Y29";2,8391;1,2552;0,1717;0,0227;0,0227;0,0107;2,8498;1,2659;0,1824;0,0334;0,0334;0,0214;2,7351;1,2269;0,161;0,012;0,012;0;20,1293650793651;25,6264705882353;21,85;11,9033333333333;11,9033333333333;11,68;20,2656451612903;26,498125;25,24;12,015;12,015;11,68;0,580246816228364;0,455778721450706;0,534553775743707;0,981237748529824;0,981237748529824;1;0;1;0;1;5,8189346105121;2;5,8189346105121;2;17,5155153070814;3;72,7622348233946;7;105,136500861033;9;158,953983266042;12;0;0;0,181710757118402;0,181710757118402;0,259739649198325;0,565207045683334;0,705242918897335;1,13982877417104;0;0;0,115141352300062;0,115141352300062;0,0279363796280767;0,196698513618043;0,388745745473225;3,50347880751835;385;158,516774646975;18,5766111633939;7;1,15678162595929;9,54067820577425;0;0;0,181710757118402;0,181710757118402;0,259739649198325;0,503504814019989;0,580114154831542;1,33510058109681;0;0;0,115141352300062;0,115141352300062;0,0279363796280767;0,27998650785412;0,465744929026275;5,95767812008921;0;0;1,34706884136595;1,34706884136595;2,88769918280421;8,5769319387361;10,9311111612026;30,9092370044853
H7;15,9;2,5;H7/12A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;36,69999999;37,6;37,99999998;39;677102,5;7184415,9;1;1;2;2;2;2;3;3;3;3;3;3;;11,68;11,97;12,1;12,41;0,0107;0,0113;0,0115;0,0121;0,1;0,07;0,08;0,04;0,07;0,1;0,856164383561644;0,599315068493151;0,684931506849315;0,334168755221387;0,584795321637427;0,826446280991736;74;6;"X4.Y3";"X8.Y6";"X15.Y12";"X18.Y15";"X24.Y20";"X36.Y29";2,8391;1,2552;0,1717;0,0227;0,0227;0,0107;2,8498;1,2659;0,1824;0,0334;0,0334;0,0214;2,7351;1,2269;0,161;0,012;0,012;0;20,1293650793651;25,6264705882353;21,85;11,9033333333333;11,9033333333333;11,68;20,2656451612903;26,498125;25,24;12,015;12,015;11,68;0,580246816228364;0,455778721450706;0,534553775743707;0,981237748529824;0,981237748529824;1;0;1;0;1;5,8189346105121;2;5,8189346105121;2;17,5155153070814;3;72,7622348233946;7;105,136500861033;9;158,953983266042;12;0;0;0,181710757118402;0,181710757118402;0,259739649198325;0,565207045683334;0,705242918897335;1,13982877417104;0;0;0,115141352300062;0,115141352300062;0,0279363796280767;0,196698513618043;0,388745745473225;3,50347880751835;385;158,516774646975;18,5766111633939;7;1,15678162595929;9,54067820577425;0;0;0,181710757118402;0,181710757118402;0,259739649198325;0,503504814019989;0,580114154831542;1,33510058109681;0;0;0,115141352300062;0,115141352300062;0,0279363796280767;0,27998650785412;0,465744929026275;5,95767812008921;0;0;1,34706884136595;1,34706884136595;2,88769918280421;8,5769319387361;10,9311111612026;30,9092370044853
I4;41;26;I4/125A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;55,39999999;55,8;55,39999999;NA;677176;7184291;2;2;42;3;3;NA;3;3;4;2;2;NA;;17,63;17,76;17,63;NA;0,0244;0,0248;0,0244;NA;0,04;0;NA;-0,04;NA;NA;0,22688598979013;0;NA;-0,225225225225225;NA;NA;76;7;"X5.Y2";"X9.Y4";"X18.Y7";"X22.Y9";"X29.Y11";"X43.Y17";1,0058;0,2954;0,0683;0;0,0353;0;1,0302;0,3198;0,0927;0,0244;0,0597;0,0244;0,4023;0,1535;0,0584;0;0,0254;0;14,768;15,3013333333333;16,8275;17,63;15,6033333333333;17,63;14,715;15,135;16,56;NA;14,59;NA;1,19379739978332;1,15218717323109;1,04768979349279;1;1,12988677632984;1;0;0;0;0;0;0;0;0;22,4261288284629;2;35,8055907013252;3;35,8055907013252;3;90,3259003980086;6;0;0;0;0;0,147226724697125;0,190553856193317;0,190553856193317;0,367543984207828;0;0;0;0;-0,549369011818956;-1,10320294553118;-1,10320294553118;-0,89785605699355;386;261,034943621694;23,267915221749;8;1,68675798148989;17,6504168627641;0;0;0;0;0;0;0;0,126360070188072;0;0;0;0;0;0;0;0,265322360124971;0;0;0;0;0;0;0;3,6600747576576
A6;29,7;38;A6/59A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;58,99999998;63,39999999;66,80000001;70,40000001;676788;7184379,7;2;2;NA;3;2;2;3;3;3;3;3;3;;18,78;20,18;21,26;22,41;0,0277;0,032;0,0355;0,0394;0,47;0,41;0,4;0,36;0,37;0,38;2,50266240681576;2,18317358892439;2,12992545260916;1,78394449950446;1,83349851337958;1,78739416745061;47;8;"X1.Y3";"X1.Y6";"X2.Y11";"X2.Y13";"X3.Y17";"X4.Y26";1,6613;0,2801;0,2484;0;0;0;1,689;0,3078;0,2761;0,0277;0,0277;0,0277;1,0347;0,2064;0,2064;0;0;0;17,8843636363636;19,4288888888889;20,9242857142857;18,78;18,78;18,78;17,8677777777778;19,51;21,2816666666667;NA;NA;NA;1,05007929730389;0,9666018529109;0,897521676793883;1;1;1;0;0;0;0;0;0;0;0;10,5004761796752;1;52,5724269818095;4;68,01587219329;5;124,07076562242;8;0;0;0;0;0,0718056588407943;0,293461227770596;0,35359337345576;0,492466571659725;0;0;0;0;-0,439980046708979;-0,300332455835594;-0,387100659539509;-0,801840381221621;387;256,821064080148;27,4801327162812;7;1,3160608347531;12,7632034630914;0;0;0;0;0,0718056588407943;0,189223406486655;0,249355552171819;0,352754861686514;0;0;0;0;-0,439980046708979;0,405575761341534;0,318807557637618;0,294559848566681;0;0;0;0;1,03707521171641;3,18425219222425;4,60666257443433;7,85011425789988
C3;48,7;31,5;C3/35A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;55,8;58,49999999;61,89999998;68,7;676881,5;7184248,7;1;3;NA;2;2;3;3;3;3;3;2;3;;17,76;18,62;19,7;21,87;0,0248;0,0272;0,0305;0,0376;0,29;0,32;0,46;0,36;0,54;0,72;1,63288288288288;1,8018018018018;2,59009009009009;1,93340494092374;2,90010741138561;3,65482233502538;35;7;"X2.Y2";"X3.Y3";"X6.Y5";"X7.Y7";"X9.Y9";"X14.Y13";1,279;0,1879;0,0172;0;0;0;1,3038;0,2127;0,042;0,0248;0,0248;0,0248;0,8165;0,0757;0;0;0;0;17,2530612244898;17,6375;16,28;17,76;17,76;17,76;17,2425;17,62;14,8;NA;NA;NA;1,02938254080908;1,00694542877392;1,09090909090909;1;1;1;0;0;0;0;0;0;0;0;0;0;50,9105154159192;4;50,9105154159192;4;67,9178667676142;5;0;0;0;0;0;0,326505060833837;0,326505060833837;0,375503480170325;0;0;0;0;0;0,204163019854453;0,204163019854453;0,0301206343712482;388;577,870390993911;35,2889885783608;9;1,4916395889742;22,0659029645782;0;0;0;0;0;0,460569250933223;0,460569250933223;0,509567670269711;0;0;0;0;0;-0,335174994856975;-0,335174994856975;-0,50921738034018;0;0;0;0;0;8,30753388446293;8,30753388446293;9,71250570205862
J4;6;25;J4/117A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;NA;NA;NA;34,20000001;677225;7184256;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;10,89;NA;NA;NA;0,0093;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70;6;"X5.Y2";"X10.Y3";"X20.Y6";"X24.Y7";"X32.Y9";"X48.Y13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;14,768;14,5714285714286;12;12,9625;12,9625;11,11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
E4;31;12,5;E4/54A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;75,69999999;77,4;78,40000001;79,39999999;676962,5;7184281;3;2;NA;2;2;2;3;3;3;3;3;2;;24,1;24,64;24,96;25,27;0,0456;0,0477;0,0489;0,0502;0,18;0,14;0,13;0,11;0,1;0,1;0,746887966804979;0,580912863070539;0,539419087136929;0,446428571428571;0,405844155844156;0,400641025641026;14;7;"X3.Y2";"X5.Y4";"X9.Y7";"X11.Y8";"X15.Y11";"X22.Y16";2,0731;0,7104;0,1109;0,1109;0,1109;0,1109;2,1187;0,756;0,1565;0,1565;0,1565;0,1565;1,0352;0,3999;0,0935;0,0935;0,0935;0,0935;18,7550793650794;20,2863157894737;24,5;24,5;24,5;24,5;18,6688709677419;20,0744444444444;24,7;24,7;24,7;24,7;1,284985231514;1,18799294312993;0,983673469387755;0,983673469387755;0,983673469387755;0,983673469387755;1,97230829249215;1;5,32641025874183;2;5,32641025874183;2;5,32641025874183;2;5,32641025874183;2;5,32641025874183;2;36,6117122088571;4;95,3755941433139;7;0,725817193569013;0,910145895448663;0,910145895448663;0,910145895448663;0,910145895448663;0,910145895448663;0,994113771642905;1,12227726393781;5,27300931583007;2,53009926343032;2,53009926343032;2,53009926343032;2,53009926343032;2,53009926343032;1,47237482007775;0,869253412665439;389;195,502100167151;22,8694377218569;6;1,32867206421964;13,5852462737844;0,725817193569013;0,910145895448663;0,910145895448663;0,910145895448663;0,910145895448663;0,910145895448663;0,958337701410631;1,04731301696454;5,27300931583007;2,53009926343032;2,53009926343032;2,53009926343032;2,53009926343032;2,53009926343032;2,14595122826392;1,80650967290836;1,48053664738604;2,15431908500694;2,15431908500694;2,15431908500694;2,15431908500694;2,15431908500694;3,24158478154681;5,89607912334914
E3;47,7;40,3;E3/138A;Pimenteira;Cinnamodendron dinisii Schwacke;Canellaceae;Cindin;P;105,2;110,4;113,9;117,3;676990,3;7184247,7;3;3;NA;3;2;2;3;3;2;3;3;3;;33,49;35,14;36,26;37,34;0,0881;0,097;0,1033;0,1095;0,55;0,46;0,43;0,37;0,37;0,36;1,64228127799343;1,37354434159451;1,28396536279486;1,05293113261241;1,05293113261241;0,992829564258136;17;6;"X3.Y2";"X5.Y3";"X10.Y5";"X13.Y7";"X17.Y9";"X25.Y13";2,0306;0,6516;0,1132;0,0829;0,027;0,027;2,1187;0,7397;0,2013;0,171;0,1151;0,1151;0,7004;0,1687;0;0;0;0;18,7550793650794;19,1242857142857;17,5742857142857;19,468;19,8733333333333;19,8733333333333;18,5174193548387;18,406;14,9216666666667;15,9625;13,065;13,065;1,78564960180099;1,75117651452902;1,90562510160949;1,72025888637765;1,68517276081852;1,68517276081852;0;0;0;0;5,77061521851351;1;15,1860281142132;2;26,0276147140152;3;69,981277028383;6;86,3696875677065;7;179,622710435894;12;0;0;0,0731147328611865;0,111171047455974;0,153860806887182;0,273537790363212;0,293306474207282;0,440913719749974;0;0;-3,35492824714573;-5,63735603210407;-7,29670725661291;-10,1463357933557;-11,527799843556;-15,5637532639447;390;157,681560392621;16,4978126469951;7;1,49945467919777;12,5889563450253;0;0;0,0731147328611865;0,111171047455974;0,111171047455974;0,111171047455974;0,111171047455974;0,240434890722499;0;0;-3,35492824714573;-5,63735603210407;-5,63735603210407;-5,63735603210407;-5,63735603210407;-8,51251394992055;0;0;0,476271983450316;0,916984460399825;0,916984460399825;0,916984460399825;0,916984460399825;4,30889537812774
E4;32,7;11,5;E4/53A;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;108,4;112,4;119;122,8;676961,5;7184282,7;2;2;NA;3;2;2;3;3;3;3;3;3;;34,5;35,78;37,88;39,09;0,0935;0,1005;0,1127;0,12;0,43;0,56;0,51;0,7;0,55;0,4;1,2463768115942;1,6231884057971;1,47826086956522;1,9564002235886;1,53717160424818;1,05596620908131;15;6;"X3.Y2";"X5.Y4";"X9.Y7";"X11.Y8";"X15.Y11";"X22.Y16";2,0252;0,6625;0,063;0,063;0,063;0,063;2,1187;0,756;0,1565;0,1565;0,1565;0,1565;0,6069;0,3064;0;0;0;0;18,7550793650794;20,2863157894737;24,5;24,5;24,5;24,5;18,5011290322581;19,4966666666667;19,5;19,5;19,5;19,5;1,83950167996818;1,70065379825654;1,40816326530612;1,40816326530612;1,40816326530612;1,40816326530612;3,36514712003671;2;3,36514712003671;2;3,36514712003671;2;3,36514712003671;2;3,36514712003671;2;18,258434198534;3;34,0679250188499;4;93,056165325105;7;0,664253959823845;0,664253959823845;0,664253959823845;0,664253959823845;0,664253959823845;0,699499875212784;0,724306108221852;0,794708283370729;-19,3449892264941;-19,3449892264941;-19,3449892264941;-19,3449892264941;-19,3449892264941;-20,4454850346804;-21,7719034651242;-24,607147260691;391;25,976932566057;15,9991157270289;4;0,142258981052595;0,59669165190926;0;0;0;0;0;0;0;0,0238857745570845;0;0;0;0;0;0;0;-0,945078498164518;0;0;0;0;0;0;0;0,684969648746721
