"bloco";"y";"x";"id";"vulgar";"cient";"familia";"nome";"classif";"c7";"c10";"c13";"c16";"coordx";"coordy";"fuste7";"fuste10";"fuste13";"st7";"st10";"st13";"fito7";"fito10";"fito13";"copa7";"copa10";"copa13";"obs";"d7";"d10";"d13";"d16";"g7";"g10";"g13";"g16";"ipa0710";"ipa0713";"ipa0716";"ipa1013";"ipa1016";"ipa1316";"ipa0710.100";"ipa0713.100";"ipa0716.100";"ipa1013.100";"ipa1016.100";"ipa1316.100";"numcient";"numclassif";"sub100";"sub50";"sub25";"sub20";"sub15";"sub10";"G7.100";"G7.50";"G7.25";"G7.20";"G7.15";"G7.10";"Gnorm7.100";"Gnorm7.50";"Gnorm7.25";"Gnorm7.20";"Gnorm7.15";"Gnorm7.10";"bal7.100";"bal7.50";"bal7.25";"bal7.20";"bal7.15";"bal7.10";"d7.100";"d7.50";"d7.25";"d7.20";"d7.15";"d7.10";"dalt7.100";"dalt7.50";"dalt7.25";"dalt7.20";"dalt7.15";"dalt7.10";"Igh7.100";"Igh7.50";"Igh7.25";"Igh7.20";"Igh7.15";"Igh7.10";"dist7.3";"viz7.3";"dist7.5";"viz7.5";"dist7.7";"viz7.7";"dist7.10";"viz7.10";"dist7.12";"viz7.12";"dist7.15";"viz7.15";"dist7.17";"viz7.17";"dist7.20";"viz7.20";"Hg7.3";"Hg7.5";"Hg7.7";"Hg7.10";"Hg7.12";"Hg7.15";"Hg7.17";"Hg7.20";"TB7.3";"TB7.5";"TB7.7";"TB7.10";"TB7.12";"TB7.15";"TB7.17";"TB7.20";"poligonos.7";"areas.7";"diametros.7";"num.viz.7";"APA7.m";"APA7.v";"Hgalt7.3";"Hgalt7.5";"Hgalt7.7";"Hgalt7.10";"Hgalt7.12";"Hgalt7.15";"Hgalt7.17";"Hgalt7.20";"TBalt7.3";"TBalt7.5";"TBalt7.7";"TBalt7.10";"TBalt7.12";"TBalt7.15";"TBalt7.17";"TBalt7.20";"Ek7.3";"Ek7.5";"Ek7.7";"Ek7.10";"Ek7.12";"Ek7.15";"Ek7.17";"Ek7.20"
F9;21,1;12,5;F9/76A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;32,00000001;32,00000001;32,00000001;32,00000001;677012,5;7184521,1;2;2;2;2;2;1;3;3;3;2;2;2;;10,19;10,19;10,19;10,19;0,0082;0,0082;0,0082;0,0082;0;0;0;0;0;0;0;0;0;0;0;0;40;7;"X3.Y4";"X6.Y8";"X11.Y16";"X14.Y20";"X18.Y27";"X27.Y40";2,4817;0,8244;0,1548;0,189;0,0358;0;2,4899;0,8326;0,163;0,1972;0,044;0,0082;2,4412;0,8244;0,1548;0,189;0,0358;0;16,8603488372093;17,9096296296296;21,5425;20,684;15,775;10,19;16,9388235294118;18,2065384615385;25,3266666666667;23,3075;21,36;NA;0,604376581907461;0,568967656547274;0,473018451897412;0,492651324695417;0,645958795562599;1;0;0;0;0;0;0;9,7082439194738;1;31,8499004893767;3;31,8499004893767;3;79,2153776175167;6;116,867987184382;8;0;0;0;0,215916775035556;0,715643436344931;0,715643436344931;1,03502238424548;1,31795207034086;0;0;0;1,15056853666337;4,39039616334675;4,39039616334675;5,70798133313188;7,50711470012658;278;151,690477443762;17,8836148070428;5;0,474727617766905;2,97260134451605;0;0;0;0,215916775035556;0,715643436344931;0,715643436344931;0,835729580520431;1,11865926661581;0;0;0;1,15056853666337;4,39039616334675;4,39039616334675;4,98526525463218;6,78439862162688;0;0;0;2,85143665938839;10,2125233247927;10,2125233247927;13,5512987060176;22,3115540908734
I7;38,5;16;I7/43A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;50,7;52,2;51,00000001;55,49999999;677166;7184438,5;43;43;2;2;2;1;1;5;2;2;2;1;;16,14;16,62;16,23;17,67;0,0205;0,0217;0,0207;0,0245;0,16;0,01;0,17;-0,13;0,18;0,48;0,991325898389095;0,0619578686493185;1,05328376703841;-0,782190132370638;1,08303249097473;2,95748613678373;34;6;"X5.Y4";"X9.Y7";"X17.Y13";"X21.Y16";"X28.Y21";"X42.Y32";0,0681;0,0681;0,0681;0,0367;0,0104;0,0367;0,0886;0,0886;0,0886;0,0572;0,0309;0,0572;0,0577;0,0577;0,0577;0,0263;0;0,0263;16,48;16,48;16,48;15,31;13,815;15,31;16,5933333333333;16,5933333333333;16,5933333333333;14,895;11,49;14,895;0,979368932038835;0,979368932038835;0,979368932038835;1,05421293272371;1,16829533116178;1,05421293272371;1,58113883008419;1;1,58113883008419;1;7,38113882989793;2;7,38113882989793;2;7,38113882989793;2;20,0543388996121;3;20,0543388996121;3;40,0095387231031;4;0,450242507005386;0,450242507005386;0,645730264991411;0,645730264991411;0,645730264991411;0,743459156470026;0,743459156470026;0,783573796765778;-2,94091822395659;-2,94091822395659;-2,56850443084118;-2,56850443084118;-2,56850443084118;-2,26471375612434;-2,26471375612434;-2,42607520719884;279;940,40638272592;70,3934244865453;8;1,00748470515088;43,305352998084;0,450242507005386;0,450242507005386;0,645730264991411;0,645730264991411;0,645730264991411;0,743459156470026;0,743459156470026;0,783573796765778;-2,94091822395659;-2,94091822395659;-2,56850443084118;-2,56850443084118;-2,56850443084118;-2,26471375612434;-2,26471375612434;-2,42607520719884;0,753822662868013;0,753822662868013;2,09561894313377;2,09561894313377;2,09561894313377;3,85453574042141;3,85453574042141;5,44522184766573
F8;15,8;22,8;F8/277A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;NA;NA;35,5;39,8;677022,8;7184465,8;NA;NA;2;NA;NA;2;NA;NA;3;NA;NA;3;;NA;NA;11,3;12,67;NA;NA;0,01;0,0126;NA;NA;NA;NA;NA;0,46;NA;NA;NA;NA;NA;4,07079646017699;14;7;"X3.Y4";"X6.Y7";"X11.Y14";"X14.Y17";"X19.Y23";"X28.Y34";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;16,8603488372093;14,4362068965517;17,0154545454545;14,6871428571429;19,34;19,42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
H7;1,5;10,5;H7/63A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;46,3;50,39999999;55;63;677110,5;7184401,5;2;2;2;3;3;2;3;3;3;3;3;3;;14,74;16,04;17,51;20,05;0,0171;0,0202;0,0241;0,0316;0,43;0,46;0,59;0,49;0,67;0,85;2,91723202170963;3,12075983717775;4,00271370420624;3,05486284289277;4,17705735660848;4,85436893203883;44;6;"X4.Y3";"X8.Y6";"X15.Y11";"X19.Y14";"X25.Y19";"X37.Y28";2,8327;1,2488;0,0722;0,1703;0,1703;0,161;2,8498;1,2659;0,0893;0,1874;0,1874;0,1781;2,4908;1,1832;0,0629;0,161;0,161;0,161;20,1293650793651;25,6264705882353;17,9766666666667;22,4175;22,4175;26,26;20,2162903225806;26,306875;19,595;24,9766666666667;24,9766666666667;32,02;0,732263533493672;0,575186502926661;0,819951789356573;0,657522025203524;0,657522025203524;0,561309977151561;0;0;9,13016976859019;2;9,13016976859019;2;9,13016976859019;2;31,985013492042;4;31,985013492042;4;80,3744751553322;7;116,62473530465;9;0;0,951710766461145;0,951710766461145;0,951710766461145;1,08705794598644;1,08705794598644;1,25904275607629;1,41213104635971;0;7,57050545081737;7,57050545081737;7,57050545081737;6,98420119107302;6,98420119107302;6,77521284969649;7,40489344521158;280;137,074013344599;20,7024756746924;6;0,831987461845868;5,23528225136772;0;1,90342153292229;1,90342153292229;1,90342153292229;1,97566898141759;1,97566898141759;2,05144772915917;2,15899632235166;0;15,1410109016347;15,1410109016347;15,1410109016347;14,8835263513689;14,8835263513689;15,0460548523367;15,8056382634743;0;9,58038877848643;9,58038877848643;9,58038877848643;10,804635431769;10,804635431769;12,701127275826;15,6079810791224
G7;30;0,5;G7/27A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;40,6;41,69999999;42,30000001;43,29999999;677050,5;7184430;43;43;42;3;3;2;2;2;15;2;1;3;;12,92;13,27;13,46;13,78;0,0131;0,0138;0,0142;0,0149;0,12;0,09;0,1;0,06;0,08;0,11;0,928792569659443;0,696594427244582;0,773993808049536;0,452147701582517;0,602863602110023;0,817236255572065;76;7;"X4.Y4";"X7.Y7";"X13.Y13";"X16.Y16";"X21.Y21";"X31.Y31";1,1787;0,5219;0,1402;0,0838;0,0518;0,0349;1,1918;0,535;0,1533;0,0969;0,0649;0,048;0,9525;0,4152;0,054;0,0387;0,0387;0,0218;15,9703773584906;15,578;12,6425;13,1528571428571;14,29;14,1633333333333;16,0290384615385;15,68875;12,6172727272727;13,1916666666667;14,7466666666667;14,785;0,808997790721028;0,829374759275902;1,02194977259245;0,982296079070273;0,904128761371589;0,912214638738527;0;1;0;1;5,70788927707584;2;12,9252295075681;3;24,4686258881833;4;24,4686258881833;4;71,9593148102782;7;146,207560609517;11;0;0;0,225775173246297;0,339772212554576;0,438135716584935;0,438135716584935;0,615553323806965;0,844653905229235;0;0;0,653481491832806;0,33619008989431;0,487791918532784;0,487791918532784;0,328711082305304;0,500718535092895;251;113,665238120244;15,0200705418097;5;0,905764357633325;5,26967451828507;0;0;0,225775173246297;0,225775173246297;0,324138677276655;0,324138677276655;0,382279576289086;0,662689949374997;0;0;0,653481491832806;0,653481491832806;0,80508332047128;0,80508332047128;0,763998350821385;0,947980705152111;0;0;1,56308815893179;1,56308815893179;3,28841875823699;3,28841875823699;5,10081595755523;15,7002902844189
G7;30;0,5;G7/27A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;40,6;41,69999999;42,30000001;43,29999999;677050,5;7184430;43;43;42;3;3;2;2;2;15;2;1;3;;12,92;13,27;13,46;13,78;0,0131;0,0138;0,0142;0,0149;0,12;0,09;0,1;0,06;0,08;0,11;0,928792569659443;0,696594427244582;0,773993808049536;0,452147701582517;0,602863602110023;0,817236255572065;76;7;"X4.Y4";"X7.Y7";"X13.Y13";"X16.Y16";"X21.Y21";"X31.Y31";1,1787;0,5219;0,1402;0,0838;0,0518;0,0349;1,1918;0,535;0,1533;0,0969;0,0649;0,048;0,9525;0,4152;0,054;0,0387;0,0387;0,0218;15,9703773584906;15,578;12,6425;13,1528571428571;14,29;14,1633333333333;16,0290384615385;15,68875;12,6172727272727;13,1916666666667;14,7466666666667;14,785;0,808997790721028;0,829374759275902;1,02194977259245;0,982296079070273;0,904128761371589;0,912214638738527;0;1;0;1;5,70788927707584;2;12,9252295075681;3;24,4686258881833;4;24,4686258881833;4;71,9593148102782;7;146,207560609517;11;0;0;0,225775173246297;0,339772212554576;0,438135716584935;0,438135716584935;0,615553323806965;0,844653905229235;0;0;0,653481491832806;0,33619008989431;0,487791918532784;0,487791918532784;0,328711082305304;0,500718535092895;251;113,665238120244;15,0200705418097;5;0,905764357633325;5,26967451828507;0;0;0,225775173246297;0,225775173246297;0,324138677276655;0,324138677276655;0,382279576289086;0,662689949374997;0;0;0,653481491832806;0,653481491832806;0,80508332047128;0,80508332047128;0,763998350821385;0,947980705152111;0;0;1,56308815893179;1,56308815893179;3,28841875823699;3,28841875823699;5,10081595755523;15,7002902844189
C7;28,2;46;C7/139A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;98,60000001;99,2;99,59999999;99,69999999;676896;7184428,2;2;2;NA;2;2;2;3;3;3;2;3;3;;31,39;31,58;31,7;31,74;0,0774;0,0783;0,0789;0,0791;0,06;0,05;0,04;0,04;0,03;0,01;0,191143676330041;0,159286396941701;0,127429117553361;0,126662444585181;0,0949968334388854;0,0315457413249211;50;2;"X2.Y4";"X3.Y7";"X6.Y13";"X8.Y16";"X10.Y21";"X15.Y31";1,4761;0,7323;0,6171;0,0581;0,0836;0,0466;1,5535;0,8097;0,6945;0,1355;0,161;0,124;0,7147;0,4887;0,4887;0;0;0;20,8440625;26,421;36,04;22,6133333333333;25,8166666666667;27,87;20,5038709677419;25,8688888888889;37,2025;18,225;23,03;24,35;1,50594443861411;1,18807009575716;0,870976692563818;1,38811910377358;1,21588121368625;1,12630068173663;0;0;0;0;0;0;16,914888707762;2;28,7997530317667;3;41,5025086380162;4;41,5025086380162;4;77,0009288777416;6;0;0;0;0,147592741646712;0,177614247944328;0,232060822920595;0,232060822920595;0,295161788989511;0;0;0;-2,96230333283757;-4,6611027006369;-5,42314208012694;-5,42314208012694;-6,97946762803318;281;173,160266420605;19,5279090858433;7;0,978680601799038;8,08764980622501;0;0;0;0,147592741646712;0,147592741646712;0,20203931662298;0,20203931662298;0,265140282691896;0;0;0;-2,96230333283757;-2,96230333283757;-3,72434271232761;-3,72434271232761;-5,28066826023386;0;0;0;1,36456582745229;1,36456582745229;2,24310646236607;2,24310646236607;3,83571228840137
C5;3,8;28;C5/70A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;39;40,99999999;41,69999999;42,8;676878;7184303,8;1;2;NA;2;2;1;3;3;3;2;3;3;;12,41;13,05;13,27;13,62;0,0121;0,0134;0,0138;0,0146;0,21;0,14;0,13;0,07;0,09;0,12;1,69218372280419;1,12812248186946;1,04754230459307;0,53639846743295;0,689655172413793;0,904295403165034;59;8;"X2.Y2";"X3.Y4";"X6.Y8";"X7.Y9";"X9.Y12";"X13.Y18";1,2917;0,1693;0,0669;0,011;0,011;0,011;1,3038;0,1814;0,079;0,0231;0,0231;0,0231;1,1911;0,1583;0,0559;0;0;0;17,2530612244898;19,34;15,15;12,125;12,125;12,125;17,3539583333333;21,0725;16,0633333333333;11,84;11,84;11,84;0,719292642536078;0,641675284384695;0,819141914191419;1,02350515463918;1,02350515463918;1,02350515463918;1,69999999991235;1;1,69999999991235;1;1,69999999991235;1;1,69999999991235;1;1,69999999991235;1;1,69999999991235;1;33,0306685629391;3;33,0306685629391;3;0,561217234706853;0,561217234706853;0,561217234706853;0,561217234706853;0,561217234706853;0,561217234706853;0,747839631717926;0,747839631717926;-0,335294117664347;-0,335294117664347;-0,335294117664347;-0,335294117664347;-0,335294117664347;-0,335294117664347;0,396220336055101;0,396220336055101;282;221,872173460534;39,1026954785897;5;0,4199186876459;3,60603845669606;0,561217234706853;0,561217234706853;0,561217234706853;0,561217234706853;0,561217234706853;0,561217234706853;0,747839631717926;0,747839631717926;-0,335294117664347;-0,335294117664347;-0,335294117664347;-0,335294117664347;-0,335294117664347;-0,335294117664347;0,396220336055101;0,396220336055101;1,02335262343877;1,02335262343877;1,02335262343877;1,02335262343877;1,02335262343877;1,02335262343877;5,8822217554182;5,8822217554182
E5;17,2;26;E5/74A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;46,4;48,5;52,49999999;56,4;676976;7184317,2;2;42;NA;2;2;2;3;5;3;2;3;3;;14,77;15,44;16,71;17,95;0,0171;0,0187;0,0219;0,0253;0,22;0,32;0,35;0,42;0,42;0,41;1,4895057549086;2,1665538253216;2,3696682464455;2,72020725388601;2,72020725388601;2,45362058647516;14;7;"X3.Y2";"X5.Y4";"X10.Y8";"X12.Y10";"X16.Y13";"X23.Y20";2,1016;0,7389;0,1189;0,139;0,1102;0,0201;2,1187;0,756;0,136;0,1561;0,1273;0,0372;1,8116;0,6871;0,0975;0,1176;0,0975;0,0201;18,7550793650794;20,2863157894737;18,3025;17,844;20,9033333333333;15,39;18,8193548387097;20,5927777777778;19,48;18,6125;23,97;16,01;0,787519994583478;0,72807700290577;0,806993580112006;0,827729208697601;0,706585871471855;0,959714100064977;2,03960780532753;1;2,03960780532753;1;2,03960780532753;1;21,0964757733684;3;32,3964757731821;4;44,8319090184631;5;77,4331589694432;7;132,23978657137;10;0,531452153644386;0,531452153644386;0,531452153644386;0,865326862461752;0,944475579367089;1,00164290598222;1,12558788345459;1,30770624963592;0,607960018961037;0,607960018961037;0,607960018961037;2,43228660741326;2,29423351006585;1,95085986832961;1,96871526013249;2,23059457564029;283;68,6563420157719;14,6167677911195;6;0,556982203774625;3,87127138639392;0;0;0;0,239202486051473;0,31835120295681;0,31835120295681;0,386093033377976;0,519467070593379;0;0;0;2,05223990117837;1,91418680383096;1,91418680383096;1,99168074985205;2,36436544547613;0;0;0;2,91256216455718;4,25198114321144;4,25198114321144;6,07496402104192;10,4031278620999
D9;19,7;46;D9/148C;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;40,00000001;41,50000001;42,49999999;NA;676946;7184519,7;1;1;NA;3;2;NA;3;3;4;2;2;NA;;12,73;13,21;13,53;NA;0,0127;0,0137;0,0144;NA;0,16;0,13;NA;0,11;NA;NA;1,25687352710134;1,02120974076984;NA;0,832702498107494;NA;NA;14;7;"X2.Y4";"X4.Y8";"X8.Y16";"X10.Y20";"X14.Y27";"X20.Y40";1,5408;0,5955;0,0432;0,0208;0,0519;0;1,5535;0,6082;0,0559;0,0335;0,0646;0,0127;1,4521;0,5416;0,0224;0;0,0519;0;20,8440625;19,7306666666667;13,145;11,9033333333333;14,2825;12,73;21,1058064516129;20,2307142857143;13,2833333333333;11,49;14,8;NA;0,610725476379664;0,645188538991756;0,96842906047927;1,06944833380006;0,89130054262209;1;0;0;0;0;0;0;8,21522975931886;1;19,3062170908839;2;31,9272313132805;3;79,0707957831358;6;134,976882014634;9;0;0;0;0,150315727807404;0,242745503434727;0,32577514627921;0,514383717321466;0,679611324921144;0;0;0;0,363958171298657;0,392810426777237;0,44114251715057;0,409370989354413;0,462797109240141;284;157,722264707521;18,2450454898946;6;0,927160597921985;6,37507210383779;0;0;0;0;0;0;0;0,0697327603179913;0;0;0;0;0;0;0;0,217846465965077;0;0;0;0;0;0;0;2,51836431047473
H5;39,6;48,5;H5/188A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;38,60000001;40,6;41,9;43,89999999;677148,5;7184339,6;2;2;2;1;1;1;3;5;3;2;2;3;;12,29;12,92;13,34;13,97;0,0119;0,0131;0,014;0,0153;0,21;0,18;0,19;0,14;0,18;0,21;1,70870626525631;1,46460537021969;1,5459723352319;1,08359133126935;1,39318885448916;1,57421289355322;14;7;"X4.Y3";"X8.Y5";"X16.Y9";"X20.Y11";"X27.Y15";"X40.Y22";2,8379;0,3274;0,0195;0;0;0;2,8498;0,3393;0,0314;0,0119;0,0119;0,0119;2,6663;0,3055;0,0195;0;0;0;20,1293650793651;16,454;14,025;12,29;12,29;12,29;20,2558064516129;16,7514285714286;15,76;NA;NA;NA;0,61055080234988;0,746930837486325;0,876292335115865;1;1;1;0;0;0;0;0;0;0;0;10,770329614269;1;23,7995275945454;2;23,7995275945454;2;97,0206832599578;6;0;0;0;0;0,155098669356179;0,225854192066313;0,225854192066313;0,467361733058852;0;0;0;0;0,765064793289454;0,691384126109997;0,691384126109997;0,967401864376823;285;300,822683082022;31,1967188093479;7;1,02720427254157;8,79732711666095;0;0;0;0;0,155098669356179;0,225854192066313;0,225854192066313;0,467361733058852;0;0;0;0;0,765064793289454;0,691384126109997;0,691384126109997;0,967401864376823;0;0;0;0;2,31929883903207;3,91974963885331;3,91974963885331;12,8743734127302
F5;26,3;2,5;F5/17A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;37,80000001;37,80000001;41,40000001;42,10000001;677002,5;7184326,3;43;43;4;2;3;2;3;35;35;3;2;3;;12,03;12,03;13,18;13,4;0,0114;0,0114;0,0136;0,0141;0;0,19;0,15;0,38;0,23;0,07;0;1,57938487115544;1,24688279301746;3,15876974231089;1,91188694929343;0,531107738998483;14;7;"X3.Y2";"X6.Y4";"X11.Y8";"X13.Y10";"X17.Y14";"X26.Y20";2,1073;0,2157;0,0173;0,0081;0,0497;0;2,1187;0,2271;0,0287;0,0195;0,0611;0,0114;1,9948;0,1717;0;0;0,0497;0;18,7550793650794;14,49;11;11,09;15,86;12,03;18,8635483870968;14,7633333333333;10,485;10,15;17,775;NA;0,641426237971512;0,830227743271222;1,09363636363636;1,08476104598738;0,758511979823455;1;0;0;4,71274866728994;1;4,71274866728994;1;4,71274866728994;1;15,1607149769479;2;55,1971678532483;5;71,0445651158517;6;89,1909146109488;7;0;0,325605543375863;0,325605543375863;0,325605543375863;0,461576036267992;0,676261485012263;0,731337908014032;0,892766701677856;0;1,36438423814728;1,36438423814728;1,36438423814728;1,84868901575004;1,72433430869957;1,62778848640165;2,90683361921312;286;115,161712759066;19,0900376755003;4;0,520327967382624;2,33985565016934;0;0,325605543375863;0,325605543375863;0,325605543375863;0,461576036267992;0,544830693327761;0,544830693327761;0,706259486991585;0;1,36438423814728;1,36438423814728;1,36438423814728;1,84868901575004;1,95509477651776;1,95509477651776;3,23413990932923;0;1,79099212583329;1,79099212583329;1,79099212583329;3,82473935878093;5,72036690663533;5,72036690663533;10,0205839812548
A4;5,5;0;A4/145A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;NA;NA;NA;32,70000001;676750;7184255,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;10,41;NA;NA;NA;0,0085;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;7;"X1.Y2";"X1.Y3";"X1.Y6";"X1.Y7";"X1.Y9";"X1.Y13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;17,7967857142857;13,79;14,32;10,66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
E5;33,8;26;E5/85A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;43,29999999;43,4;43,4;43,4;676976;7184333,8;1;41;NA;1;1;1;3;5;3;2;2;2;;13,78;13,81;13,81;13,81;0,0149;0,015;0,015;0,015;0,01;0,01;0;0;0;0;0,0725689404934688;0,0725689404934688;0;0;0;0;47;8;"X3.Y3";"X5.Y5";"X10.Y9";"X12.Y11";"X16.Y14";"X23.Y21";2,9982;0,8899;0,2581;0,1955;0,0224;0,0266;3,0131;0,9048;0,273;0,2104;0,0373;0,0415;2,5574;0,7463;0,2195;0,1689;0;0;18,2529113924051;18,4972727272727;19,1971428571429;21,5425;12,4966666666667;13,2633333333333;18,3102564102564;18,7219047619048;20,1;24,13;11,855;13,005;0,754948057532005;0,744974689143363;0,717815151064146;0,639665776952536;1,10269405174713;1,03895451118371;0;0;4,53982378520032;1;9,83982378501405;2;9,83982378501405;2;9,83982378501405;2;35,5713640159146;4;99,1509934307298;8;99,1509934307298;8;0;0,204607597621857;0,385482258744953;0,385482258744953;0,385482258744953;0,772615536399133;1,12558274820088;1,12558274820088;0;-0,215867409478484;-0,323414579293584;-0,323414579293584;-0,323414579293584;2,86570347828394;4,25722563372047;4,25722563372047;287;99,1455511597717;15,303698260967;6;0,731737190353627;4,51902400691242;0;0,204607597621857;0,385482258744953;0,385482258744953;0,385482258744953;0,772615536399133;1,12558274820088;1,12558274820088;0;-0,215867409478484;-0,323414579293584;-0,323414579293584;-0,323414579293584;2,86570347828394;4,25722563372047;4,25722563372047;0;1,10188835282023;2,26852491833474;2,26852491833474;2,26852491833474;8,81424331717386;17,6685868123203;17,6685868123203
F9;2,2;31,5;F9/148A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;38,60000001;39,40000001;39,9;39,9;677031,5;7184502,2;41;41;41;2;2;2;3;3;3;2;2;2;;12,29;12,54;12,7;12,7;0,0119;0,0124;0,0127;0,0127;0,08;0,07;0,05;0,05;0,03;0;0,65093572009764;0,569568755085435;0,406834825061025;0,398724082934609;0,239234449760766;0;40;7;"X3.Y4";"X6.Y8";"X12.Y16";"X15.Y19";"X19.Y26";"X29.Y38";2,478;0,8207;0,3749;0,1071;0,1354;0,0421;2,4899;0,8326;0,3868;0,119;0,1473;0,054;2,1745;0,7208;0,363;0,0857;0,1235;0,0302;16,8603488372093;17,9096296296296;19,7618181818182;16,35;17,788;14,73;16,9141176470588;18,1257692307692;20,509;17,365;19,1625;15,95;0,728929165028724;0,686223012656134;0,621906339129635;0,751681957186544;0,690915223746346;0,834351663272234;0;1;0;1;6,51229606203165;2;14,6079739210673;3;59,8696244967612;7;86,9901921554559;9;120,403852661102;11;174,550050228237;14;0;0;0,245014380287796;0,369140121874607;1,00990592264577;1,36686580322441;1,61585741089701;1,81757879238307;0;0;1,12402752121137;1,13143888330417;4,65402711306439;7,22729608265211;8,81584881333783;9,25086703415615;288;118,830884046657;16,5764500657027;5;1,04671389348292;6,51505135586093;0;0;0;0,124125741586811;0,542832326747427;0,899792207326067;1,14878381499867;1,35050519648473;0;0;0;0,00741136209280287;2,92103939006521;5,49430835965293;7,08286109033865;7,51787931115697;0;0;0;1,39574523904397;7,50503848882673;14,1688100868614;20,6219258902346;27,6691567492934
F9;2,2;31,5;F9/148A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;38,60000001;39,40000001;39,9;39,9;677031,5;7184502,2;41;41;41;2;2;2;3;3;3;2;2;2;;12,29;12,54;12,7;12,7;0,0119;0,0124;0,0127;0,0127;0,08;0,07;0,05;0,05;0,03;0;0,65093572009764;0,569568755085435;0,406834825061025;0,398724082934609;0,239234449760766;0;40;7;"X3.Y4";"X6.Y8";"X12.Y16";"X15.Y19";"X19.Y26";"X29.Y38";2,478;0,8207;0,3749;0,1071;0,1354;0,0421;2,4899;0,8326;0,3868;0,119;0,1473;0,054;2,1745;0,7208;0,363;0,0857;0,1235;0,0302;16,8603488372093;17,9096296296296;19,7618181818182;16,35;17,788;14,73;16,9141176470588;18,1257692307692;20,509;17,365;19,1625;15,95;0,728929165028724;0,686223012656134;0,621906339129635;0,751681957186544;0,690915223746346;0,834351663272234;0;1;0;1;6,51229606203165;2;14,6079739210673;3;59,8696244967612;7;86,9901921554559;9;120,403852661102;11;174,550050228237;14;0;0;0,245014380287796;0,369140121874607;1,00990592264577;1,36686580322441;1,61585741089701;1,81757879238307;0;0;1,12402752121137;1,13143888330417;4,65402711306439;7,22729608265211;8,81584881333783;9,25086703415615;288;118,830884046657;16,5764500657027;5;1,04671389348292;6,51505135586093;0;0;0;0,124125741586811;0,542832326747427;0,899792207326067;1,14878381499867;1,35050519648473;0;0;0;0,00741136209280287;2,92103939006521;5,49430835965293;7,08286109033865;7,51787931115697;0;0;0;1,39574523904397;7,50503848882673;14,1688100868614;20,6219258902346;27,6691567492934
